"fips","pop_density","prop_spec_hosts","treediversity_specrich_total","MEAN_MAT","MEAN_MAP","height_difference_NHminH","diameter_difference_NHminH","diameter_cv_t_difference_NHminH","height_cv_t_difference_NHminH","specialist_count","lat","US_L3NAME","broad_group","s_prop_spec_hosts","s_diameter_cv_diff","s_height_cv_diff","s_height_mean_diff","s_diameter_mean_diff","s_pop_density","s_MEAN_MAP","s_MEAN_MAT","s_tree_div","temp_bin"
"01111",15.11819796,0.00156690692572861,43,15.99151626,1440.085366,823.314990563442,-0.130628895228428,-64.7231273684429,-48.4417646841491,0,33.29523169,"Piedmont","White / red / jack pine group",-1.22024092226804,-1.4631753906054,-1.65941206592599,0.0656802973163979,-0.290529936256287,-0.298567016797795,1.22995149711584,0.871675292981657,0.671123889328082,"High"
"01113",34.88869599,0.0170857511283043,58,17.74304836,1316.023256,793.865015438741,-0.00280464422430926,-39.0547464399777,-33.6805040352121,0,32.28722368,"Southeastern Plains","White / red / jack pine group",-1.13788262622335,0.238933037752207,-0.0980223588341005,-0.0303538659768028,0.649570684999701,-0.190805052928149,0.844924150896154,1.28304483655711,1.65576430711577,"High"
"01115",54.36556376,0.050951503990178,57,15.95195833,1416.354167,892.455060542674,0.0554471776956524,-51.1424838390692,-40.3008013846185,1,33.71767427,"Ridge and Valley","White / red / jack pine group",-0.958157534356571,-0.562622766024674,-0.798292097651783,0.291140887431456,1.07799153273449,-0.0846435633318951,1.15630160857548,0.862384611064443,1.59012161259659,"High"
"01117",106.3521688,0.0302144249512671,58,16.57741442,1449.286957,796.854253886447,0.0164255286002346,-59.6057155474586,-42.2053877427007,0,33.26516355,"Ridge and Valley","White / red / jack pine group",-1.06820893201833,-1.1238322190922,-0.999751959820894,-0.0206061832710019,0.791001573717611,0.198716959277359,1.25850867838358,1.00928091189147,1.65576430711577,"High"
"01119",5.380411743,0.069020140303236,66,17.4068176,1433.246377,825.456492100796,0.0404677472607089,-57.6336541098715,-40.0680797863105,0,32.59240085,"Southeastern Plains","White / red / jack pine group",-0.86226752610792,-0.993061898848371,-0.77367569686746,0.0726635734468554,0.967823299810541,-0.351644231387654,1.20872666234964,1.20407677523683,2.1809058632692,"High"
"01121",42.04896594,0.0237037037037037,51,16.48288545,1418.830357,870.746137852626,0.099564017321444,-55.5626968206524,-44.5163435519852,1,33.38079885,"Ridge and Valley","White / red / jack pine group",-1.10276124151843,-0.8557336479325,-1.24419602865595,0.220349716379263,1.402454754809,-0.151776964183092,1.16398647597324,0.98707958355523,1.19626544548151,"High"
"01123",21.79655323,0.0177636073787292,58,16.87484503,1453.99115,896.266338609881,-0.222731545695814,-51.3844513259997,-38.4994445448131,0,32.866807,"Piedmont","White / red / jack pine group",-1.1342852522811,-0.578667989135578,-0.607751459195252,0.303569179771675,-0.967911248828365,-0.262165673836057,1.27310816364863,1.07913626554503,1.65576430711577,"High"
"01125",61.05090605,0.0166938621814987,69,16.65688405,1465.458763,846.344174608384,-0.030972979131028,-49.5646084572251,-39.7753636858612,0,33.28839834,"Southeastern Plains","White / red / jack pine group",-1.13996237555754,-0.457991508064945,-0.742713307054601,0.140776741768949,0.442402882821852,-0.0482041366053649,1.3086979549303,1.02794536310033,2.37783394682674,"High"
"01127",31.14179876,0.0314536059312514,63,15.98290514,1474.534483,853.291419549699,0.0719127243029911,-68.0872927262148,-48.3560268291512,0,33.80205275,"Southwestern Appalachians","White / red / jack pine group",-1.06163261533712,-1.68625818752237,-1.65034304347014,0.163431187224576,1.19908960663895,-0.211228059132133,1.33686449495314,0.86965286216005,1.98397777971166,"High"
"01129",5.839055077,0.00825802430663758,66,18.40539335,1569.074534,868.58375085877,-0.137519254942382,-35.7929876435825,-31.3900130389536,0,31.40910343,"Southeastern Plains","White / red / jack pine group",-1.18473125293099,0.455225103624465,0.14425702033276,0.213298334339321,-0.34120601217209,-0.349144329447269,1.63026999118405,1.43860496373136,2.1809058632692,"High"
